# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    232     76      -     98     38      0      0      0      0  13365   2265      0      0  89162  89163      0      -      -      0   1177    838 
    1    217     75      -     98     46      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1498    886 
    2    218     77      -     98     44      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1165    850 
    3    209     72      -     98     43      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1468    870 
    0    235     78      -     98     38      0      0      0      0  13365   2265      0      0  89162  89163      0      -      -      0   1159    819 
    1    220     77      -     98     46      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1537    910 
    2    221     78      -     98     44      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1179    813 
    3    213     73      -     98     43      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1456    711 
    0    244     80      -     98     37      0      0      0      0  13365   2280      0      0  89162  89163      0      -      -      0    801    535 
    1    224     78      -     98     46      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    990    554 
    2    228     80      -     98     43      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    795    512 
    3    219     74      -     98     43      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    906    550 
    0    246     81      -     98     38      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    883    538 
    1    226     79      -     98     45      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    917    550 
    2    230     81      -     98     44      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    808    525 
    3    220     75      -     98     43      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    911    535 
    0    251     81      -     98     38      0      0      0      0  13365   2287      6      0  89162  89163      0      -      -      0    857    522 
    1    228     80      -     98     46      0      0      0      0  13365   2265      6      0  89164  89165      0      -      -      0    949    540 
    2    233     81      -     98     45      0      0      0      0  13365   2280      5      0  89166  89167      0      -      -      0    791    509 
    3    223     75      -     98     44      0      0      0      0  13365   2280      6      0  89166  89167      0      -      -      0    819    524 
    0    134     82      -      0      0      0      0      0      0  13365   2332      2      0  89162  89163      0      -      -      0    807    521 
    1    132     81      -      0      0      0      0      0      0  13365   2265      1      0  89164  89165      0      -      -      0    895    540 
    2    130     82      -      0      0      0      0      0      0  13365   2182      1      0  89166  89167      0      -      -      0    738    498 
    3    142     76      -      0      0      0      0      0      0  13365   2107      1      0  89166  89167      0      -      -      0    910    519 
    0    167     81      -     15      2      0      0      0      0  13365   2115      0      0  89162  89163      0      -      -      0    834    498 
    1    171     80      -     53      8      0      0      0      0  13365   2130      0      0  89164  89165      0      -      -      0    971    540 
    2    180     81      -    100     16      0      0      0      0  13365   2197      0      0  89166  89167      0      -      -      0    745    499 
    3    185     75      -    100     15      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0    876    525 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    237     81      -     99     36      0      0      0      0  13365   2265      0      0  89162  89163      0      -      -      0   1098    758 
    1    219     80      -     99     43      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1316    821 
    2    220     81      -     99     42      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1037    758 
    3    214     76      -     99     41      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1298    771 
    0    247     82      -     98     36      0      0      0      0  13365   2280      1      0  89162  89163      0      -      -      0    798    490 
    1    226     81      -     98     44      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    937    501 
    2    231     82      -     98     43      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    725    487 
    3    220     76      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    802    497 
    0    207     81      -    100     18      0      0      0      0  13365   2137      0      0  89162  89163      0      -      -      0  12060  16580 
    1    189     80      -    100     21      0      0      0      0  13365   2137      0      0  89164  89165      0      -      -      0  13948  19096 
    2    191     81      -    100     20      0      0      0      0  13365   2152      0      0  89166  89167      0      -      -      0  12969  14680 
    3    187     76      -    100     19      0      0      0      0  13365   2160      0      0  89166  89167      0      -      -      0  14624  17237 
    0    275     84      -     99     44      0      0      0      0  13365   2227      0      0  89162  89163      0      -      -      0   3265   2100 
    1    261     83      -     99     52      0      0      0      0  13365   2212      0      0  89164  89165      0      -      -      0   3256   2161 
    2    256     83      -     99     50      0      0      0      0  13365   2235      0      0  89166  89167      0      -      -      0   2473   1996 
    3    245     78      -     99     48      0      0      0      0  13365   2242      0      0  89166  89167      0      -      -      0   3384   2207 
    0    258     85      -     99     38      0      0      0      0  13365   2257      2      0  89162  89163      0      -      -      0   3256   2092 
    1    234     84      -     99     44      0      0      0      0  13365   2242      0      0  89164  89165      0      -      -      0   3586   2210 
    2    238     85      -     99     43      0      0      0      0  13365   2242      0      0  89166  89167      0      -      -      0   2620   2000 
    3    229     80      -     99     43      0      0      0      0  13365   2175      0      0  89166  89167      0      -      -      0   3028   2180 
    0    277     86      -     99     44      0      0      0      0  13365   2235      0      0  89162  89163      0      -      -      0   3011   2095 
    1    263     85      -     99     50      0      0      0      0  13365   2220      0      0  89164  89165      0      -      -      0   3205   2184 
    2    260     85      -     99     50      0      0      0      0  13365   2242      0      0  89166  89167      0      -      -      0   2481   1995 
    3    250     80      -     99     48      0      0      0      0  13365   2242      0      0  89166  89167      0      -      -      0   3302   2144 
    0    262     86      -     99     39      0      0      0      0  13365   2257      2      0  89162  89163      0      -      -      0   2828   1517 
    1    241     85      -     99     45      0      0      0      0  13365   2242      0      0  89164  89165      0      -      -      0   3284   1668 
    2    245     86      -     99     44      0      0      0      0  13365   2257      0      0  89166  89167      0      -      -      0   3047   1533 
    3    239     80      -     99     44      0      0      0      0  13365   2250      0      0  89166  89167      0      -      -      0   3826   1728 
    0    258     86      -     99     38      0      0      0      0  13365   2257      0      0  89162  89163      0      -      -      0   3367   1491 
    1    239     85      -     99     44      0      0      0      0  13365   2242      0      0  89164  89165      0      -      -      0   3292   1605 
    2    240     86      -     99     43      0      0      0      0  13365   2257      0      0  89166  89167      0      -      -      0   3019   1447 
    3    234     80      -     99     43      0      0      0      0  13365   2250      0      0  89166  89167      0      -      -      0   3945   1626 
    0    244     86      -     99     35      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0   1079    768 
    1    222     85      -     99     42      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1467    855 
    2    223     86      -     99     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0   1044    773 
    3    217     80      -     99     40      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1372    802 
    0    103     80      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      1 
    1     94     79      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     89     80      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     88     74      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0    100     77      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     91     76      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     87     77      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     86     72      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     99     74      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     89     73      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     86     74      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     83     69      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      3 
    0     23     68      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     21     67      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      2 
    2     19     69      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      2 
    3     15     64      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0     20     65      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      1 
    1     19     64      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2     16     66      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3     13     61      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0     18     62      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     18     62      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2     14     64      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3     13     59      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0     17     60      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      2 
    1     16     60      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      2 
    2     12     62      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      2 
    3     11     57      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0     84     62      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     75     61      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      1 
    2     73     63      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     74     58      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0     84     62      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     75     61      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     72     63      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     74     58      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0     18     59      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      2 
    1     16     58      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2     11     60      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3     11     55      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      2 
    0     17     57      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     16     57      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2     12     59      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      1 
    3     10     54      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0     16     56      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     15     56      -      0      0      0      0      0      0    405    172      0      0  89164  89165      0      -      -      0      0      1 
    2     11     57      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3     10     53      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0     16     55      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      2 
    1     15     55      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2     10     56      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3      9     52      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      2 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     78     57      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     71     57      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      2 
    2     67     58      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      2 
    3     72     53      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0     78     57      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     71     57      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     68     58      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     71     54      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0     16     55      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     15     55      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2     10     56      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3      8     52      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0     15     54      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      2 
    1     14     54      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      1 
    2      9     55      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      1 
    3      8     51      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0     15     53      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     15     53      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2      8     55      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3      8     50      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0     82     57      -      0      0      0      0      0      0  13365   2317      0      0  89162  89163      0      -      -      0      0      0 
    1     83     57      -      0      0      0      0      0      0  13365   2287      0      0  89164  89165      0      -      -      0      0      0 
    2     69     58      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      1 
    3     73     54      -      0      0      0      0      0      0  13365   2302      0      0  89166  89167      0      -      -      0      0      0 
    0    171     61      -      0      0      0      0      0      0  13365   2332      0      0  89162  89163      0      -      -      0      0      0 
    1    146     60      -      0      0      0      0      0      0  13365   2295      0      0  89164  89165      0      -      -      0      0      0 
    2    129     62      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      0 
    3    123     57      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      2 
    0    189     64      -      0      0      0      0      0      0  13365   2325      0      0  89162  89163      0      -      -      0   5995   3807 
    1    159     63      -      0      0      0      0      0      0  13365   2295      0      0  89164  89165      0      -      -      0    851    522 
    2    158     66      -     77     15      0      0      0      0  13365   2310      0      0  89166  89167      0      -      -      0    690    490 
    3    149     61      -     99     19      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0    926    540 
    0    215     68      -     98     35      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    768    490 
    1    199     67      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    916    521 
    2    202     69      -     98     42      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    736    480 
    3    193     63      -     98     40      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0    905    516 
    0     94     67      -      0      0      0      0      0      0  13365   2310      0      0  89162  89163      0      -      -      0      0      0 
    1     83     66      -      0      0      0      0      0      0  13365   2302      0      0  89164  89165      0      -      -      0      0      0 
    2     83     67      -      0      0      0      0      0      0  13365   2310      0      0  89166  89167      0      -      -      0      0      0 
    3     79     62      -      0      0      0      0      0      0  13365   2302      0      0  89166  89167      0      -      -      0      0      0 
    0    223     72      -     98     35      0      0      0      0  13365   2287      0      0  89162  89163      0      -      -      0    751    500 
    1    203     71      -     98     43      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    959    526 
    2    208     73      -     98     41      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    684    471 
    3    199     67      -     98     40      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0    950    501 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    220     73      -     99     35      0      0      0      0  13365   2227      0      0  89162  89163      0      -      -      0   1072    772 
    1    205     72      -     98     42      0      0      0      0  13365   2257      0      0  89164  89165      0      -      -      0   1398    823 
    2    205     74      -     99     40      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0   1086    767 
    3    200     69      -     99     39      0      0      0      0  13365   2265      0      0  89166  89167      0      -      -      0   1341    835 
    0     98     71      -      0      0      0      0      0      0  13365   2332      0      0  89162  89163      0      -      -      0      0      0 
    1     87     70      -      0      0      0      0      0      0  13365   2302      0      0  89164  89165      0      -      -      0      0      2 
    2     86     72      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      0 
    3     82     67      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      0 
    0     99     72      -      0      0      0      0      0      0  13365   2332      0      0  89162  89163      0      -      -      0      0      0 
    1     88     71      -      0      0      0      0      0      0  13365   2287      0      0  89164  89165      0      -      -      0      0      0 
    2     86     72      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      0 
    3     83     68      -      0      0      0      0      0      0  13365   2302      0      0  89166  89167      0      -      -      0      0      0 
    0     95     70      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      1 
    1     86     69      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     84     70      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     80     66      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      2 
    0     94     69      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      2 
    1     84     68      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      2 
    2     83     69      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      2 
    3     79     65      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0     92     68      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     83     66      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      1 
    2     82     68      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     79     64      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0     19     64      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     19     63      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2     14     65      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3     12     61      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0    105     64      -      0      0      0      0      0      0  13365   2332      0      0  89162  89163      0      -      -      0      0      2 
    1     80     63      -      0      0      0      0      0      0  13365   2280      0      0  89164  89165      0      -      -      0      0      0 
    2     80     65      -      0      0      0      0      0      0  13365   2310      0      0  89166  89167      0      -      -      0      0      0 
    3     78     61      -      0      0      0      0      0      0  13365   2287      0      0  89166  89167      0      -      -      0      0      0 
    0     86     64      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     77     62      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      2 
    2     74     64      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      2 
    3     76     60      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0     18     61      -      0      0      0      0      0      0    405    180      0      0  89162  89163      0      -      -      0      0      0 
    1     17     60      -      0      0      0      0      0      0    405    180      0      0  89164  89165      0      -      -      0      0      0 
    2     12     62      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    3     12     58      -      0      0      0      0      0      0    405    180      0      0  89166  89167      0      -      -      0      0      0 
    0    223     66      -    100     21      0      0      0      0  13365   1995      9      0  89162  89163      0      -      -      0      0  17510 
    1    214     66      -    100      8      0      0      0      0  13365   2092      9      0  89164  89165      0      -      -      0  12324  17302 
    2    217     73      -    100     21      0      0      0      0  13365   2025      9      0  89166  89167      0      -      -      0  19581  15577 
    3    211     69      -    100     21      0      0      0      0  13365   2107      9      0  89166  89167      0      -      -      0   9051  24451 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    232     71      -     98     38      0      0      0      0  13365   2280     10      0  89162  89163      0      -      -      0    781    499 
    1    213     70      -     98     46      0      0      0      0  13365   2265      9      0  89164  89165      0      -      -      0   1006    517 
    2    216     71      -     98     45      0      0      0      0  13365   2272      8      0  89166  89167      0      -      -      0    749    497 
    3    209     67      -     98     44      0      0      0      0  13365   2272      8      0  89166  89167      0      -      -      0    881    503 
    0    211     73      -    100     20      0      0      0      0  13365   1972      8      0  89162  89163      0      -      -      0  18072  19522 
    1    197     71      -    100     21      0      0      0      0  13365   2010      7      0  89164  89165      0      -      -      0   8663  19609 
    2    202     74      -    100     17      0      0      0      0  13365   2092      7      0  89166  89167      0      -      -      0  19777     44 
    3    205     74      -    100     11      0      0      0      0  13365   1995      7      0  89166  89167      0      -      -      0      0      2 
    0    234     76      -     98     37      0      0      0      0  13365   2265     23      0  89162  89163      0      -      -      0   1096    784 
    1    220     75      -     98     46      0      0      0      0  13365   2257     20      0  89164  89165      0      -      -      0   1418    852 
    2    222     76      -     98     45      0      0      0      0  13365   2272     16      0  89166  89167      0      -      -      0   1196    787 
    3    217     72      -     98     43      0      0      0      0  13365   2265     19      0  89166  89167      0      -      -      0   1369    828 
    0     97     72      -      0      0      0      0      0      0  13365   2272      0      0  89162  89163      0      -      -      0      0      0 
    1     87     71      -      0      0      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0      0      0 
    2     85     72      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    3     82     68      -      0      0      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0      0      0 
    0    240     77      -     98     37      0      0      0      0  13365   2280      0      0  89162  89163      0      -      -      0    823    522 
    1    220     76      -     98     46      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0   1005    548 
    2    225     77      -     98     45      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    760    518 
    3    216     73      -     98     44      0      0      0      0  13365   2272      0      0  89166  89167      0      -      -      0    871    545 
    0    237     79      -     98     38      0      0      0      0  13365   2287      1      0  89162  89163      0      -      -      0    800    535 
    1    222     77      -     98     46      0      0      0      0  13365   2265      0      0  89164  89165      0      -      -      0    991    535 
    2    213     79      -    100     17      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    806    498 
    3    211     74      -    100     18      0      0      0      0  13365   2250      0      0  89166  89167      0      -      -      0    853    520 
    0    245     80      -     98     37      0      0      0      0  13365   2280      0      0  89162  89163      0      -      -      0    855    518 
    1    226     79      -     98     46      0      0      0      0  13365   2272      0      0  89164  89165      0      -      -      0    976    537 
    2    232     80      -     98     45      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    818    510 
    3    224     76      -     98     44      0      0      0      0  13365   2280      0      0  89166  89167      0      -      -      0    931    541 
    0    131     81      -    100     16      0      0      0      0  13365   2220      0      0  89162  89163      0      -      -      0    873    506 
    1    124     80      -    100     17      0      0      0      0  13365   2145      0      0  89164  89165      0      -      -      0    941    534 
    2    136     81      -     99     20      0      0      0      0  13365   2130      0      0  89166  89167      0      -      -      0    778    504 
    3    141     77      -     99     26      0      0      0      0  13365   2160      0      0  89166  89167      0      -      -      0    872    523 
    0    151     76      -      0      0      0      0      0      0  13365   2332      0      0  89162  89163      0      -      -      0      0      0 
    1    131     75      -      0      0      0      0      0      0  13365   2302      0      0  89164  89165      0      -      -      0      0      0 
    2    116     77      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      0 
    3    110     72      -      0      0      0      0      0      0  13365   2317      0      0  89166  89167      0      -      -      0      0      0 
    0    212     79      -    100     19      0      0      0      0  13365   2107      5      0  89162  89163      0      -      -      0  19374      1 
    1    195     79      -    100     17      0      0      0      0  13365   2130      2      0  89164  89165      0      -      -      0  11238  14860 
    2    199     80      -    100     21      0      0      0      0  13365   2115      2      0  89166  89167      0      -      -      0  17134  15342 
    3    197     74      -    100     21      0      0      0      0  13365   2122      2      0  89166  89167      0      -      -      0  11802  16365 
    0    213     79      -    100     14      0      0      0      0  13365   2100     25      0  89162  89163      0      -      -      0  18426  18066 
    1    198     79      -    100     18      0      0      0      0  13365   2092     13      0  89164  89165      0      -      -      0   8647  21974 
    2    200     80      -    100     21      0      0      0      0  13365   2115     14      0  89166  89167      0      -      -      0  18686   3154 
    3    196     75      -    100     21      0      0      0      0  13365   2122     12      0  89166  89167      0      -      -      0      1      2 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    244     82      -     98     36      0      0      0      0  13365   2280     29      0  89162  89163      0      -      -      0    784    480 
    1    223     80      -     98     44      0      0      0      0  13365   2265     22      0  89164  89165      0      -      -      0    830    511 
    2    227     82      -     98     42      0      0      0      0  13365   2280     23      0  89166  89167      0      -      -      0    727    482 
    3    219     77      -     98     42      0      0      0      0  13365   2280     22      0  89166  89167      0      -      -      0    814    509 
    0    237     86      -    100      9      0      0      0      0  13365   2070     27      0  89162  89163      0      -      -      0  11371  22435 
    1    224     82      -    100      5      0      0      0      0  13365   1972     16      0  89164  89165      0      -      -      0  12271  12825 
    2    227     82      -    100     21      0      0      0      0  13365   1965     18      0  89166  89167      0      -      -      0  19938  15429 
    3    223     77      -    100     21      0      0      0      0  13365   1995     15      0  89166  89167      0      -      -      0   8700  21344 
    0    136     79      -      0      0      0      0      0      0  13365   2332     22      0  89162  89163      0      -      -      0      0      0 
    1    107     78      -      0      0      0      0      0      0  13365   2302     18      0  89164  89165      0      -      -      0      0      2 
